Original_sequence_ID	Protein	Count
Library010_barcode62_hap3_rep1_tig00000001	SRK_protein_050	115
Library010_barcode62_hap3_rep2_tig00000002	SRK_protein_013	49
Library010_barcode62_hap4_rep1_tig00000001	SRK_protein_050	115
Library010_barcode62_hap4_rep2_tig00000002	SRK_protein_013	49
Library010_barcode64_hap1_rep1_tig00000001	SRK_protein_113	48
Library010_barcode64_hap2_rep1_tig00000001	SRK_protein_113	48
Library010_barcode64_hap3_rep1_tig00000001	SRK_protein_113	48
Library010_barcode64_hap4_rep1_tig00000001	SRK_protein_113	48
Library010_barcode66_hap1_rep4_tig00000003	SRK_protein_252	105
Library010_barcode66_hap2_rep4_tig00000003	SRK_protein_252	105
Library010_barcode66_hap3_rep4_tig00000003	SRK_protein_252	105
Library010_barcode66_hap4_rep4_tig00000003	SRK_protein_252	105
Library010_barcode71_hap1_rep2_tig00000001	SRK_protein_253	112
Library010_barcode71_hap2_rep2_tig00000001	SRK_protein_253	112
Library010_barcode71_hap3_rep2_tig00000001	SRK_protein_253	112
Library010_barcode71_hap4_rep2_tig00000001	SRK_protein_253	112
Library010_barcode73_hap1_rep3_tig00000001	SRK_protein_002	115
Library010_barcode73_hap2_rep3_tig00000001	SRK_protein_002	115
Library010_barcode73_hap3_rep3_tig00000001	SRK_protein_002	115
Library010_barcode73_hap4_rep3_tig00000001	SRK_protein_002	115
Library010_barcode73_hap1_rep2_tig00000001	SRK_protein_072	235
Library010_barcode73_hap2_rep2_tig00000001	SRK_protein_072	235
Library010_barcode73_hap3_rep1_tig00000001	SRK_protein_104	6
Library010_barcode73_hap3_rep2_tig00000001	SRK_protein_072	235
Library010_barcode73_hap4_rep2_tig00000001	SRK_protein_072	235
Library010_barcode74_hap1_rep1_tig00000001	SRK_protein_002	115
Library010_barcode74_hap4_rep1_tig00000001	SRK_protein_002	115
Library010_barcode74_hap4_rep3_tig00000001	SRK_protein_198	5
Library010_barcode75_hap1_rep2_tig00000001	SRK_protein_002	115
Library010_barcode75_hap2_rep2_tig00000001	SRK_protein_002	115
Library010_barcode75_hap3_rep2_tig00000001	SRK_protein_002	115
Library010_barcode75_hap4_rep2_tig00000001	SRK_protein_002	115
Library010_barcode75_hap2_rep1_tig00000001	SRK_protein_344	5
Library010_barcode75_hap4_rep1_tig00000001	SRK_protein_344	5
Library010_barcode76_hap1_rep2_tig00000001	SRK_protein_252	105
Library010_barcode76_hap2_rep2_tig00000001	SRK_protein_252	105
Library010_barcode76_hap3_rep2_tig00000001	SRK_protein_252	105
Library010_barcode76_hap4_rep2_tig00000001	SRK_protein_252	105
Library010_barcode77_hap1_rep1_tig00000002	SRK_protein_072	235
Library010_barcode77_hap2_rep1_tig00000002	SRK_protein_072	235
Library010_barcode77_hap2_rep4_tig00000002	SRK_protein_072	235
Library010_barcode77_hap3_rep1_tig00000002	SRK_protein_072	235
Library010_barcode77_hap4_rep1_tig00000002	SRK_protein_072	235
Library010_barcode77_hap1_rep1_tig00000001	SRK_protein_253	112
Library010_barcode77_hap1_rep2_tig00000002	SRK_protein_253	112
Library010_barcode77_hap1_rep2_tig00000003	SRK_protein_072	235
Library010_barcode77_hap2_rep1_tig00000001	SRK_protein_253	112
Library010_barcode77_hap2_rep2_tig00000002	SRK_protein_253	112
Library010_barcode77_hap2_rep2_tig00000003	SRK_protein_072	235
Library010_barcode77_hap2_rep4_tig00000001	SRK_protein_072	235
Library010_barcode77_hap3_rep1_tig00000001	SRK_protein_253	112
Library010_barcode77_hap3_rep2_tig00000002	SRK_protein_253	112
Library010_barcode77_hap3_rep2_tig00000003	SRK_protein_072	235
Library010_barcode77_hap3_rep4_tig00000001	SRK_protein_072	235
Library010_barcode77_hap4_rep1_tig00000001	SRK_protein_253	112
Library010_barcode77_hap4_rep2_tig00000002	SRK_protein_253	112
Library010_barcode79_hap2_rep1_tig00000002	SRK_protein_028	99
Library010_barcode79_hap4_rep1_tig00000002	SRK_protein_028	99
Library010_barcode80_hap1_rep3_tig00000002	SRK_protein_255	21
Library010_barcode80_hap2_rep3_tig00000002	SRK_protein_255	21
Library010_barcode80_hap3_rep3_tig00000002	SRK_protein_255	21
Library010_barcode80_hap4_rep3_tig00000002	SRK_protein_255	21
Library010_barcode80_hap1_rep1_tig00000001	SRK_protein_256	34
Library010_barcode80_hap2_rep1_tig00000001	SRK_protein_256	34
Library010_barcode80_hap3_rep1_tig00000001	SRK_protein_256	34
Library010_barcode80_hap4_rep1_tig00000001	SRK_protein_256	34
Library010_barcode81_hap4_rep4_tig00000001	SRK_protein_200	43
Library010_barcode82_hap1_rep3_tig00000002	SRK_protein_345	8
Library010_barcode82_hap2_rep3_tig00000002	SRK_protein_345	8
Library010_barcode82_hap3_rep3_tig00000002	SRK_protein_345	8
Library010_barcode82_hap3_rep4_tig00000001	SRK_protein_200	43
Library010_barcode82_hap4_rep3_tig00000002	SRK_protein_345	8
Library010_barcode82_hap4_rep4_tig00000001	SRK_protein_200	43
Library010_barcode83_hap1_rep2_tig00000001	SRK_protein_346	5
Library010_barcode83_hap3_rep2_tig00000001	SRK_protein_346	5
Library010_barcode83_hap4_rep2_tig00000001	SRK_protein_346	5
Library010_barcode83_hap1_rep1_tig00000001	SRK_protein_208	16
Library010_barcode83_hap2_rep1_tig00000001	SRK_protein_208	16
Library010_barcode83_hap3_rep1_tig00000001	SRK_protein_208	16
Library010_barcode83_hap4_rep1_tig00000001	SRK_protein_208	16
Library010_barcode84_hap1_rep3_tig00000001	SRK_protein_050	115
Library010_barcode84_hap2_rep3_tig00000001	SRK_protein_050	115
Library010_barcode84_hap3_rep3_tig00000001	SRK_protein_050	115
Library010_barcode84_hap4_rep3_tig00000001	SRK_protein_050	115
Library010_barcode84_hap4_rep2_tig00000002	SRK_protein_035	59
Library010_barcode86_hap1_rep4_tig00000002	SRK_protein_310	14
Library010_barcode86_hap2_rep4_tig00000002	SRK_protein_310	14
Library010_barcode86_hap3_rep4_tig00000002	SRK_protein_310	14
Library010_barcode86_hap4_rep4_tig00000002	SRK_protein_310	14
Library010_barcode87_hap1_rep3_tig00000001	SRK_protein_302	12
Library010_barcode87_hap2_rep3_tig00000001	SRK_protein_302	12
Library010_barcode87_hap3_rep3_tig00000001	SRK_protein_302	12
Library010_barcode87_hap4_rep3_tig00000001	SRK_protein_302	12
Library010_barcode88_hap1_rep1_tig00000002	SRK_protein_072	235
Library010_barcode88_hap1_rep4_tig00000001	SRK_protein_344	5
Library010_barcode88_hap2_rep1_tig00000002	SRK_protein_072	235
Library010_barcode88_hap2_rep4_tig00000001	SRK_protein_344	5
Library010_barcode88_hap3_rep1_tig00000002	SRK_protein_072	235
Library010_barcode88_hap3_rep4_tig00000001	SRK_protein_344	5
Library010_barcode88_hap4_rep1_tig00000002	SRK_protein_072	235
Library010_barcode94_hap1_rep3_tig00000001	SRK_protein_345	8
Library010_barcode94_hap2_rep3_tig00000001	SRK_protein_345	8
Library010_barcode94_hap3_rep3_tig00000001	SRK_protein_345	8
Library010_barcode94_hap4_rep3_tig00000001	SRK_protein_345	8
Library011_barcode05_hap2_rep2_tig00000002	SRK_protein_336	6
Library011_barcode05_hap1_rep1_tig00000001	SRK_protein_125	33
Library011_barcode05_hap1_rep2_tig00000001	SRK_protein_335	7
Library011_barcode05_hap2_rep1_tig00000001	SRK_protein_125	33
Library011_barcode05_hap2_rep2_tig00000001	SRK_protein_335	7
Library011_barcode05_hap3_rep1_tig00000001	SRK_protein_050	115
Library011_barcode05_hap4_rep1_tig00000001	SRK_protein_050	115
Library011_barcode05_hap4_rep2_tig00000001	SRK_protein_336	6
Library011_barcode07_hap1_rep2_tig00000001	SRK_protein_340	29
Library011_barcode07_hap3_rep2_tig00000001	SRK_protein_340	29
Library011_barcode07_hap4_rep2_tig00000001	SRK_protein_340	29
Library011_barcode13_hap1_rep1_tig00000002	SRK_protein_343	7
Library011_barcode13_hap1_rep3_tig00000001	SRK_protein_152	18
Library011_barcode13_hap2_rep3_tig00000001	SRK_protein_152	18
Library011_barcode13_hap3_rep1_tig00000002	SRK_protein_343	7
Library011_barcode13_hap3_rep3_tig00000001	SRK_protein_152	18
Library011_barcode13_hap4_rep1_tig00000002	SRK_protein_343	7
Library011_barcode13_hap4_rep3_tig00000001	SRK_protein_152	18
Library011_barcode13_hap1_rep4_tig00000001	SRK_protein_018	44
Library011_barcode13_hap1_rep4_tig00000002	SRK_protein_152	18
Library011_barcode13_hap2_rep4_tig00000001	SRK_protein_018	44
Library011_barcode13_hap2_rep4_tig00000002	SRK_protein_152	18
Library011_barcode13_hap3_rep4_tig00000001	SRK_protein_018	44
Library011_barcode13_hap3_rep4_tig00000002	SRK_protein_152	18
Library011_barcode13_hap4_rep4_tig00000001	SRK_protein_018	44
Library011_barcode13_hap4_rep4_tig00000002	SRK_protein_152	18
Library011_barcode16_hap1_rep2_tig00000002	SRK_protein_340	29
Library011_barcode16_hap2_rep2_tig00000002	SRK_protein_340	29
Library011_barcode16_hap3_rep2_tig00000002	SRK_protein_340	29
Library011_barcode16_hap4_rep2_tig00000002	SRK_protein_340	29
Library011_barcode33_hap2_rep1_tig00000002	SRK_protein_137	50
Library011_barcode33_hap4_rep1_tig00000002	SRK_protein_137	50
Library011_barcode36_hap1_rep1_tig00000002	SRK_protein_347	6
Library011_barcode36_hap1_rep3_tig00000001	SRK_protein_226	19
Library011_barcode36_hap2_rep1_tig00000002	SRK_protein_347	6
Library011_barcode36_hap2_rep3_tig00000001	SRK_protein_226	19
Library011_barcode36_hap3_rep1_tig00000002	SRK_protein_347	6
Library011_barcode36_hap3_rep3_tig00000001	SRK_protein_226	19
Library011_barcode36_hap4_rep1_tig00000002	SRK_protein_347	6
Library011_barcode36_hap4_rep4_tig00000001	SRK_protein_341	5
Library011_barcode36_hap1_rep2_tig00000002	SRK_protein_347	6
Library011_barcode36_hap2_rep2_tig00000002	SRK_protein_347	6
Library011_barcode37_hap1_rep1_tig00000001	SRK_protein_077	25
Library011_barcode37_hap2_rep1_tig00000001	SRK_protein_346	5
Library011_barcode37_hap4_rep1_tig00000001	SRK_protein_346	5
Library011_barcode38_hap1_rep1_tig00000002	SRK_protein_072	235
Library011_barcode38_hap2_rep1_tig00000002	SRK_protein_072	235
Library011_barcode38_hap3_rep1_tig00000002	SRK_protein_072	235
Library011_barcode38_hap4_rep1_tig00000002	SRK_protein_072	235
Library011_barcode39_hap1_rep1_tig00000002	SRK_protein_072	235
Library011_barcode39_hap2_rep1_tig00000002	SRK_protein_072	235
Library011_barcode39_hap1_rep1_tig00000001	SRK_protein_072	235
Library011_barcode39_hap2_rep1_tig00000001	SRK_protein_072	235
Library011_barcode39_hap3_rep1_tig00000001	SRK_protein_072	235
Library011_barcode43_hap1_rep1_tig00000001	SRK_protein_329	7
Library011_barcode43_hap2_rep1_tig00000001	SRK_protein_079	21
Library011_barcode47_hap3_rep4_tig00000001	SRK_protein_348	5
Library011_barcode47_hap4_rep4_tig00000001	SRK_protein_348	5
Library011_barcode49_hap1_rep1_tig00000001	SRK_protein_021	12
Library011_barcode50_hap1_rep1_tig00000001	SRK_protein_120	37
Library011_barcode50_hap2_rep1_tig00000001	SRK_protein_120	37
Library011_barcode50_hap3_rep1_tig00000001	SRK_protein_120	37
Library011_barcode50_hap4_rep1_tig00000001	SRK_protein_120	37
Library011_barcode51_hap1_rep1_tig00000001	SRK_protein_120	37
Library011_barcode51_hap1_rep2_tig00000002	SRK_protein_120	37
Library011_barcode51_hap2_rep1_tig00000001	SRK_protein_120	37
Library011_barcode51_hap2_rep2_tig00000002	SRK_protein_120	37
Library011_barcode51_hap3_rep1_tig00000001	SRK_protein_120	37
Library011_barcode51_hap3_rep2_tig00000002	SRK_protein_120	37
Library011_barcode51_hap4_rep2_tig00000002	SRK_protein_120	37
Library011_barcode58_hap2_rep1_tig00000002	SRK_protein_158	36
Library011_barcode58_hap3_rep1_tig00000002	SRK_protein_158	36
Library011_barcode58_hap4_rep1_tig00000002	SRK_protein_267	9
Library011_barcode59_hap1_rep2_tig00000002	SRK_protein_252	105
Library011_barcode59_hap3_rep2_tig00000002	SRK_protein_252	105
Library011_barcode59_hap4_rep2_tig00000002	SRK_protein_252	105
Library011_barcode59_hap1_rep1_tig00000001	SRK_protein_309	13
Library011_barcode59_hap2_rep1_tig00000001	SRK_protein_309	13
Library011_barcode59_hap3_rep1_tig00000001	SRK_protein_309	13
Library011_barcode59_hap4_rep1_tig00000001	SRK_protein_309	13
Library011_barcode60_hap1_rep2_tig00000001	SRK_protein_072	235
Library011_barcode60_hap2_rep2_tig00000001	SRK_protein_072	235
Library011_barcode60_hap2_rep4_tig00000001	SRK_protein_072	235
Library011_barcode60_hap3_rep2_tig00000001	SRK_protein_072	235
Library011_barcode60_hap3_rep4_tig00000001	SRK_protein_072	235
Library011_barcode60_hap4_rep2_tig00000001	SRK_protein_072	235
Library011_barcode60_hap4_rep4_tig00000001	SRK_protein_072	235
Library011_barcode61_hap1_rep1_tig00000001	SRK_protein_252	105
Library011_barcode61_hap2_rep1_tig00000001	SRK_protein_013	49
Library011_barcode61_hap3_rep1_tig00000001	SRK_protein_252	105
Library011_barcode62_hap1_rep1_tig00000001	SRK_protein_072	235
Library011_barcode62_hap3_rep1_tig00000001	SRK_protein_253	112
Library011_barcode62_hap4_rep1_tig00000001	SRK_protein_253	112
Library011_barcode66_hap1_rep1_tig00000001	SRK_protein_348	5
Library011_barcode66_hap2_rep1_tig00000001	SRK_protein_348	5
Library011_barcode66_hap3_rep1_tig00000001	SRK_protein_348	5
Library011_barcode70_hap1_rep1_tig00000001	SRK_protein_013	49
Library011_barcode70_hap2_rep1_tig00000001	SRK_protein_013	49
Library011_barcode70_hap3_rep1_tig00000001	SRK_protein_013	49
Library011_barcode73_hap1_rep1_tig00000002	SRK_protein_230	10
Library011_barcode73_hap2_rep1_tig00000002	SRK_protein_230	10
Library011_barcode73_hap3_rep1_tig00000002	SRK_protein_230	10
Library011_barcode73_hap4_rep1_tig00000002	SRK_protein_230	10
Library011_barcode73_hap1_rep4_tig00000005	SRK_protein_328	8
Library011_barcode73_hap2_rep4_tig00000005	SRK_protein_328	8
Library011_barcode73_hap3_rep4_tig00000005	SRK_protein_328	8
Library011_barcode73_hap4_rep4_tig00000005	SRK_protein_328	8
Library011_barcode74_hap1_rep2_tig00000004	SRK_protein_228	35
Library011_barcode74_hap2_rep2_tig00000004	SRK_protein_228	35
Library011_barcode74_hap2_rep2_tig00000005	SRK_protein_225	11
Library011_barcode74_hap3_rep2_tig00000004	SRK_protein_228	35
Library011_barcode74_hap3_rep2_tig00000005	SRK_protein_225	11
Library011_barcode74_hap4_rep2_tig00000004	SRK_protein_228	35
Library011_barcode74_hap4_rep2_tig00000005	SRK_protein_225	11
Library011_barcode74_hap1_rep1_tig00000001	SRK_protein_228	35
Library011_barcode74_hap2_rep1_tig00000001	SRK_protein_228	35
Library011_barcode74_hap3_rep1_tig00000001	SRK_protein_228	35
Library011_barcode74_hap4_rep1_tig00000001	SRK_protein_228	35
Library011_barcode75_hap1_rep4_tig00000002	SRK_protein_104	6
Library011_barcode75_hap2_rep4_tig00000002	SRK_protein_104	6
Library011_barcode75_hap3_rep4_tig00000002	SRK_protein_104	6
Library011_barcode75_hap4_rep4_tig00000002	SRK_protein_104	6
Library011_barcode77_hap1_rep3_tig00000001	SRK_protein_331	5
Library011_barcode77_hap2_rep3_tig00000001	SRK_protein_331	5
Library011_barcode77_hap3_rep3_tig00000001	SRK_protein_331	5
Library011_barcode77_hap4_rep3_tig00000001	SRK_protein_331	5
Library011_barcode82_hap1_rep4_tig00000001	SRK_protein_252	105
Library011_barcode82_hap2_rep4_tig00000001	SRK_protein_252	105
Library011_barcode82_hap3_rep4_tig00000001	SRK_protein_252	105
Library011_barcode82_hap4_rep4_tig00000001	SRK_protein_252	105
Library011_barcode82_hap1_rep1_tig00000001	SRK_protein_253	112
Library011_barcode82_hap2_rep1_tig00000001	SRK_protein_253	112
Library011_barcode82_hap3_rep1_tig00000001	SRK_protein_253	112
Library011_barcode82_hap4_rep1_tig00000001	SRK_protein_253	112
Library011_barcode83_hap1_rep3_tig00000002	SRK_protein_072	235
Library011_barcode83_hap2_rep3_tig00000002	SRK_protein_072	235
Library011_barcode83_hap2_rep4_tig00000005	SRK_protein_252	105
Library011_barcode83_hap3_rep3_tig00000002	SRK_protein_072	235
Library011_barcode83_hap3_rep4_tig00000005	SRK_protein_252	105
Library011_barcode83_hap4_rep3_tig00000002	SRK_protein_072	235
Library011_barcode83_hap4_rep4_tig00000005	SRK_protein_252	105
Library011_barcode83_hap3_rep1_tig00000001	SRK_protein_253	112
Library011_barcode84_hap1_rep4_tig00000001	SRK_protein_253	112
Library011_barcode84_hap2_rep4_tig00000001	SRK_protein_253	112
Library011_barcode84_hap4_rep4_tig00000001	SRK_protein_253	112
Library011_barcode85_hap1_rep1_tig00000002	SRK_protein_253	112
Library011_barcode85_hap1_rep4_tig00000003	SRK_protein_252	105
Library011_barcode85_hap2_rep1_tig00000002	SRK_protein_253	112
Library011_barcode85_hap2_rep4_tig00000003	SRK_protein_252	105
Library011_barcode85_hap3_rep1_tig00000002	SRK_protein_253	112
Library011_barcode85_hap3_rep4_tig00000003	SRK_protein_252	105
Library011_barcode85_hap4_rep1_tig00000002	SRK_protein_253	112
Library011_barcode85_hap4_rep4_tig00000003	SRK_protein_252	105
Library011_barcode87_hap1_rep4_tig00000003	SRK_protein_349	8
Library011_barcode87_hap2_rep4_tig00000003	SRK_protein_349	8
Library011_barcode87_hap3_rep4_tig00000003	SRK_protein_349	8
Library011_barcode87_hap4_rep4_tig00000003	SRK_protein_349	8
Library011_barcode87_hap1_rep1_tig00000003	SRK_protein_349	8
Library011_barcode87_hap2_rep1_tig00000003	SRK_protein_349	8
Library011_barcode87_hap3_rep1_tig00000003	SRK_protein_349	8
Library011_barcode87_hap4_rep1_tig00000003	SRK_protein_349	8
Library011_barcode88_hap1_rep1_tig00000001	SRK_protein_329	7
Library011_barcode88_hap4_rep1_tig00000001	SRK_protein_329	7
Library011_barcode89_hap2_rep1_tig00000001	SRK_protein_016	62
Library011_barcode89_hap3_rep1_tig00000001	SRK_protein_021	12
Library011_barcode89_hap4_rep1_tig00000001	SRK_protein_021	12
Library011_barcode90_hap1_rep2_tig00000001	SRK_protein_021	12
Library011_barcode90_hap2_rep2_tig00000001	SRK_protein_021	12
Library011_barcode90_hap3_rep2_tig00000001	SRK_protein_021	12
Library011_barcode90_hap4_rep2_tig00000001	SRK_protein_021	12
Library011_barcode90_hap1_rep2_tig00000002	SRK_protein_013	49
Library011_barcode90_hap3_rep2_tig00000002	SRK_protein_137	50
Library011_barcode90_hap4_rep2_tig00000002	SRK_protein_137	50
Library011_barcode91_hap1_rep3_tig00000002	SRK_protein_252	105
Library011_barcode91_hap1_rep4_tig00000002	SRK_protein_252	105
Library011_barcode91_hap2_rep3_tig00000002	SRK_protein_252	105
Library011_barcode91_hap2_rep4_tig00000002	SRK_protein_252	105
Library011_barcode91_hap3_rep3_tig00000002	SRK_protein_252	105
Library011_barcode91_hap3_rep4_tig00000002	SRK_protein_252	105
Library011_barcode91_hap4_rep3_tig00000002	SRK_protein_252	105
Library011_barcode91_hap4_rep4_tig00000002	SRK_protein_309	13
Library011_barcode92_hap1_rep2_tig00000003	SRK_protein_254	5
Library011_barcode92_hap1_rep3_tig00000001	SRK_protein_252	105
Library011_barcode92_hap2_rep1_tig00000002	SRK_protein_253	112
Library011_barcode92_hap2_rep2_tig00000003	SRK_protein_254	5
Library011_barcode92_hap2_rep3_tig00000001	SRK_protein_252	105
Library011_barcode92_hap3_rep1_tig00000002	SRK_protein_253	112
Library011_barcode92_hap3_rep2_tig00000003	SRK_protein_254	5
Library011_barcode92_hap3_rep3_tig00000001	SRK_protein_252	105
Library011_barcode92_hap4_rep1_tig00000002	SRK_protein_253	112
Library011_barcode92_hap4_rep2_tig00000003	SRK_protein_254	5
Library011_barcode92_hap4_rep3_tig00000001	SRK_protein_252	105
Library011_barcode92_hap1_rep3_tig00000002	SRK_protein_002	115
Library011_barcode92_hap2_rep3_tig00000002	SRK_protein_002	115
Library011_barcode92_hap3_rep3_tig00000002	SRK_protein_002	115
Library011_barcode93_hap1_rep2_tig00000001	SRK_protein_081	224
Library011_barcode93_hap1_rep4_tig00000002	SRK_protein_072	235
Library011_barcode93_hap2_rep2_tig00000001	SRK_protein_081	224
Library011_barcode93_hap3_rep2_tig00000001	SRK_protein_081	224
Library011_barcode93_hap1_rep1_tig00000001	SRK_protein_072	235
Library011_barcode93_hap1_rep3_tig00000001	SRK_protein_072	235
Library011_barcode93_hap1_rep4_tig00000001	SRK_protein_072	235
Library011_barcode93_hap1_rep4_tig00000004	SRK_protein_050	115
Library011_barcode93_hap2_rep1_tig00000001	SRK_protein_072	235
Library011_barcode93_hap2_rep4_tig00000001	SRK_protein_072	235
Library011_barcode93_hap2_rep4_tig00000004	SRK_protein_050	115
Library011_barcode93_hap3_rep1_tig00000001	SRK_protein_072	235
Library011_barcode93_hap3_rep4_tig00000001	SRK_protein_072	235
Library011_barcode93_hap3_rep4_tig00000004	SRK_protein_081	224
Library011_barcode93_hap4_rep1_tig00000001	SRK_protein_072	235
Library011_barcode93_hap4_rep4_tig00000001	SRK_protein_072	235
